regime,regime_event_pct,regime_base_pct,regime_lift
BEAR,24.248011028617935,23.995,1.0105443229263569
BULL,38.208181772883556,38.155,1.0013938349596005
MIXED,37.505605660471375,37.85,0.9909010742528764
WARMUP,0.0382015380271397,0.0,
