regime,regime_event_pct,regime_base_pct,regime_lift
WARMUP,0.030431151139225752,0.005,6.08623022784515
BEAR,18.68278438558211,18.115000000000002,1.031343327937185
MIXED,54.415430536041484,53.845,1.0105939369679913
BULL,26.871353927237173,28.035,0.9584930953178945
