regime,regime_event_pct,regime_base_pct,regime_lift
BEAR,25.535957553595757,23.995,1.0642199438881332
MIXED,37.986663798666385,37.85,1.003610668392771
BULL,36.43794364379436,38.155,0.9549978677445777
WARMUP,0.03943500394350039,0.0,
