feature,n_event,n_base,mean_event,mean_base,median_event,median_base,cohens_d,abs_d,magnitude
upper_wick_to_atr,58240,20000,0.5545839751585363,0.23403022702244156,0.4774977264427487,0.17923903401353616,0.859902336718246,0.859902336718246,large
pre_5_disp_atr,58240,20000,1.140566127685101,0.030263821737711145,1.1493314538747765,0.0,0.7562911450662027,0.7562911450662027,medium
stoch_k,58240,19994,70.17346719491515,52.37747935715287,76.47059238677564,53.75831141862237,0.7295546986446667,0.7295546986446667,medium
vol_z,58240,20000,1.0076148259540432,0.06850406315783514,0.7702149662907326,-0.24015197731926408,0.7238516544829248,0.7238516544829248,medium
bb_pctb,58240,19993,73.87619694603043,51.67605565371302,80.62801295017135,53.48747439392518,0.6891341551108432,0.6891341551108432,medium
dist_to_ema20_atr,58240,20000,0.9610664317410705,0.08530678692294397,0.9721601526614323,0.11379891797327904,0.6360789098192231,0.6360789098192231,medium
stoch_d,58238,19994,67.43558188972195,52.44917745162339,74.18509978189986,53.70370440374607,0.6229825847761532,0.6229825847761532,medium
dist_to_hh20_atr,58239,20000,1.1941561554509827,2.196204481350011,0.8318978922479113,1.874035798978646,-0.6040434339864748,0.6040434339864748,medium
rsi14,58240,20000,57.67108555908972,50.962762580773514,57.99768789574233,51.14449659759534,0.572518710072529,0.572518710072529,medium
atr_ratio,58239,20000,1.1399977807055648,1.008889574432174,1.0827309345814382,0.9736508473137531,0.5650315955277458,0.5650315955277458,medium
dist_to_ll20_atr,58239,20000,3.4846108770101427,2.5051049001546986,3.2062000778223942,2.241790103455286,0.5470557659198358,0.5470557659198358,medium
rvol,58236,20000,2.8194083993267705,1.3347644014325,1.6663426633029943,0.8097728026477564,0.4533935636518555,0.4533935636518555,small
dist_to_ema50_atr,58237,20000,1.2108986240731672,0.2499878400320908,1.2196476938032847,0.280260816950049,0.43536298867564494,0.43536298867564494,small
pre_15_disp_atr,58240,20000,1.2137505930430728,0.13496874021544156,1.2509941081793512,0.17457416616429436,0.4344132338370631,0.4344132338370631,small
mfi14,58197,19988,58.90259688652947,50.93204261473439,59.82874105853279,50.92251237531733,0.42510954827567754,0.42510954827567754,small
body_to_atr,58240,20000,0.6709090056285124,0.49491341226194235,0.5320770513051758,0.3849768213311599,0.31510842642977116,0.31510842642977116,small
pre_30_disp_atr,58239,20000,1.317717423752142,0.29226702756186207,1.3029007415645768,0.26257430161446643,0.30259800350032634,0.30259800350032634,small
dist_to_ema200_atr,58233,20000,2.1008824771725454,1.1713629534852015,1.915347834376541,0.9867121939539117,0.15739615554626918,0.15739615554626918,tiny
lower_wick_to_atr,58240,20000,0.21412685830081649,0.23846746013527573,0.14722987339705798,0.18345993886131284,-0.09464726169078096,0.09464726169078096,negligible
bb_width_pct,58240,20000,0.4033106320698057,0.39472241794361235,0.2765611028402135,0.2682962111895324,0.02022178592675724,0.02022178592675724,negligible
above_pct,58237,20000,57.88388824973814,57.2869,72.0,68.0,0.014350448280990195,0.014350448280990195,negligible
slope_pct,58218,20000,0.08311893975548107,0.08588619775358643,0.1395351414482171,0.14741247139530117,-0.0026122139372698827,0.0026122139372698827,negligible
