regime,regime_event_pct,regime_base_pct,regime_lift
MIXED,38.37175181767793,37.85,1.013784724377224
BULL,37.915294577940074,38.155,0.9937175882044312
BEAR,23.670568289263475,23.995,0.9864791952183152
WARMUP,0.04238531511851586,0.0,
