feature,n_event,n_base,mean_event,mean_base,median_event,median_base,cohens_d,abs_d,magnitude
stoch_k,305441,19997,72.1274786100611,51.357369422233944,77.94117597658402,51.744186797229325,0.9028149642097559,0.9028149642097559,large
pre_5_disp_atr,305441,20000,1.3085551417534418,0.026687490737637893,1.2823183867174814,0.0,0.8428321621204881,0.8428321621204881,large
bb_pctb,305440,19997,75.26707237961591,51.00861553641969,81.26034946618404,52.08736515766458,0.7950755269795647,0.7950755269795647,medium
dist_to_ema20_atr,305441,20000,1.0966787177238042,0.05506551766951353,1.0878118319554713,0.0824917509475583,0.7250241681671652,0.7250241681671652,medium
dist_to_hh20_atr,305441,20000,1.177526629823343,2.388712997414958,0.8041232009835495,2.086382702468883,-0.685260111100083,0.685260111100083,medium
stoch_d,305437,19997,67.35533503242966,51.30957359179849,74.07037479036461,51.69872104206407,0.6729016939131602,0.6729016939131602,medium
upper_wick_to_atr,305441,20000,0.49271872681679446,0.20366497371134454,0.42980860034725316,0.12894108651038264,0.6710356492779598,0.6710356492779598,medium
rsi14,305441,20000,57.750700673855924,50.56616592110686,58.01877982316807,50.727405148216015,0.6504788279652655,0.6504788279652655,medium
vol_z,305441,20000,0.8179403213578167,5.213293226775066e-05,0.5153104643480027,-0.31135069734732246,0.6374483429193977,0.6374483429193977,medium
dist_to_ll20_atr,305441,20000,3.743684313725259,2.59052533761278,3.4307445651816875,2.3080098860915035,0.608765971994966,0.608765971994966,medium
dist_to_ema50_atr,305439,20000,1.3097423908488275,0.1510709923887247,1.3231315344016568,0.1926217599754883,0.49558063214760284,0.49558063214760284,small
pre_15_disp_atr,305441,20000,1.3485582512982979,0.08333488764791505,1.3606846098157659,0.0,0.48234588306226317,0.48234588306226317,small
mfi14,305118,19991,58.6643498260937,50.62151741106795,59.52791266969877,50.78909139758672,0.42040204474990583,0.42040204474990583,small
atr_ratio,305440,20000,1.0800490400184417,1.0063154622640629,1.0356229552552803,0.9826978310916156,0.37329717845653876,0.37329717845653876,small
body_to_atr,305441,20000,0.7056519556807748,0.49627616837631994,0.5781253079647191,0.40182485227461545,0.33917160158620663,0.33917160158620663,small
pre_30_disp_atr,305440,20000,1.4080145897736398,0.17662881652620332,1.4082303254867015,0.03754115077228609,0.33844857916803267,0.33844857916803267,small
rvol,305419,20000,2.358894312951284,1.3473903434974426,1.138902996444896,0.6905653356839011,0.23505896163757725,0.23505896163757725,small
lower_wick_to_atr,305441,20000,0.16102550301921154,0.20140709414667113,0.04580724837219203,0.12443375161604928,-0.16572143046323873,0.16572143046323873,tiny
dist_to_ema200_atr,305430,20000,1.8728477347031733,-0.1086063555996473,1.8243719650653247,0.6051241201553051,0.0985627043125066,0.0985627043125066,negligible
bb_width_pct,305441,20000,0.17508344048589572,0.17892152932779848,0.11675188711770723,0.12027887577679491,-0.01953838607249786,0.01953838607249786,negligible
above_pct,305439,20000,55.36794580914683,54.7325,62.0,62.0,0.015503036104972617,0.015503036104972617,negligible
slope_pct,305351,19999,0.09014651272108443,0.0785930568840771,0.14904480845644497,0.13803933618424294,0.009091754885286973,0.009091754885286973,negligible
