regime,regime_event_pct,regime_base_pct,regime_lift
WARMUP,0.030994297049342923,0.005,6.198859409868584
MIXED,54.28651128192412,53.845,1.0081996709429681
BEAR,18.067195636002975,18.115000000000002,0.997361061882582
BULL,27.615298785023555,28.035,0.9850293841634941
