regime,regime_event_pct,regime_base_pct,regime_lift
BULL,38.89766483516483,38.155,1.0194644171187217
BEAR,23.93372252747253,23.995,0.9974462399446772
MIXED,37.13083791208791,37.85,0.9809996806364045
WARMUP,0.03777472527472528,0.0,
