regime,regime_event_pct,regime_base_pct,regime_lift
WARMUP,0.02946559237299511,0.005,5.893118474599022
MIXED,54.348630341047865,53.845,1.009353335333789
BULL,28.242442894045006,28.035,1.00739942550544
BEAR,17.37946117253414,18.115000000000002,0.9593961453234412
